tend1,4601,5167
sst1,5480,6197
advAMP1,6197,6357
advMPB1,6357,6543
advBMP1,6557,6833
advMPC1,6833,7193
advCMP1,7225,7351
advMPD1,7351,7488
advDMP1,7488,7730
advMPA1,7731,8076
entrST1,8333,9025
entrW1,9190,9974
tend2,10109,10766
sst2,10789,11807
advAMP2,11825,11926
advMPB2,11926,12096
advBMP2,12127,12350
advMPC2,12358,12703
advCMP2,12735,12831
advMPD2,12831,12964
advDMP2,13000,13333
advMPA2,13346,13622
entrST2,13940,14660
entrW2,14826,15591
tend3,15696,16380
phi,16494,17213
