tend1,5319,5980
sst1,6262,7218
advAMP1,7218,7557
advMPB1,7557,7814
advBMP1,7844,8108
advMPC1,8108,8372
advCMP1,8384,8710
advMPD1,8710,9046
advDMP1,9096,9315
advMPA1,9315,9601
entrST1,9889,10599
entrW1,10804,11698
tend2,11842,12561
sst2,12632,13520
advAMP2,13627,13909
advMPB2,13909,14198
advBMP2,14255,14466
advMPC2,14466,14750
advCMP2,14815,15053
advMPD2,15053,15460
advDMP2,15550,15753
advMPA2,15753,16048
entrST2,16419,17108
entrW2,17310,18171
tend3,18407,18705
