tend1,6854,7864
sst1,8072,8704
advAMP1,8704,9041
advMPB1,9041,9454
advBMP1,9489,9685
advMPC1,9685,10017
advCMP1,10047,10229
advMPD1,10229,10595
advDMP1,10656,10788
advMPA1,10788,11131
entrST1,11324,12291
entrW1,12455,13172
tend2,13357,14285
sst2,14431,15117
advAMP2,15206,15411
advMPB2,15411,15847
advBMP2,15886,16055
advMPC2,16055,16372
advCMP2,16454,16672
advMPD2,16629,16949
advDMP2,17008,17131
advMPA2,17131,17468
entrST2,17721,18694
entrW2,18836,19557
tend3,19693,20616
phi,20756,21632
